sep=;
tinh;khu_vuc;loai_hinh;muc_dich;ky;gia_m2_trieu;gia_thap_trieu;gia_cao_trieu;nguon;cap_nhat;so_mau;nguon_link;mau_so;vi_tri
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-02;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-03;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-04;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-05;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-06;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-07;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-08;;;;;;;;san;
Đà Nẵng;;Nhà biệt thự / Liền kề;ban;2026-09;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2024-10;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2024-11;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2024-12;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-01;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-02;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-03;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-04;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-05;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-06;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-07;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-08;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-09;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-10;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-11;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2025-12;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-01;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-02;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-03;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-04;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-05;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-06;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-07;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-08;;;;;;;;san;
Đà Nẵng;;Nhà mặt phố;thue;2026-09;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2024-10;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2024-11;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2024-12;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-01;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-02;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-03;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-04;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-05;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-06;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-07;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-08;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-09;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-10;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-11;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2025-12;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-01;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-02;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-03;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-04;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-05;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-06;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-07;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-08;;;;;;;;san;
Đà Nẵng;;Nhà riêng;thue;2026-09;;;;;;;;san;
Gia Lai;;Căn hộ;thue;2024-10;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2024-11;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2024-12;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-01;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-02;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-03;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-04;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-05;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-06;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-07;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-08;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-09;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-10;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-11;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2025-12;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-01;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-02;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-03;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-04;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-05;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-06;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-07;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-08;;;;;;;;can;
Gia Lai;;Căn hộ;thue;2026-09;;;;;;;;can;
Gia Lai;;Nhà riêng;thue;2024-10;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2024-11;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2024-12;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-01;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-02;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-03;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-04;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-05;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-06;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-07;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-08;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-09;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-10;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-11;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2025-12;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-01;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-02;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-03;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-04;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-05;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-06;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-07;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-08;;;;;;;;san;
Gia Lai;;Nhà riêng;thue;2026-09;;;;;;;;san;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-10;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-11;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-12;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-01;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-02;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-03;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-04;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-05;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-06;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-07;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-08;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-09;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-10;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-11;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-12;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-01;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-02;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-03;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-04;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-05;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-06;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-07;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-08;;;;;;;;dat;
Gia Lai;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-09;;;;;;;;dat;
Huế;;Căn hộ;ban;2024-10;;;;;;;;can;
Huế;;Căn hộ;ban;2024-11;;;;;;;;can;
Huế;;Căn hộ;ban;2024-12;;;;;;;;can;
Huế;;Căn hộ;ban;2025-01;;;;;;;;can;
Huế;;Căn hộ;ban;2025-02;;;;;;;;can;
Huế;;Căn hộ;ban;2025-03;;;;;;;;can;
Huế;;Căn hộ;ban;2025-04;;;;;;;;can;
Huế;;Căn hộ;ban;2025-05;;;;;;;;can;
Huế;;Căn hộ;ban;2025-06;;;;;;;;can;
Huế;;Căn hộ;ban;2025-07;;;;;;;;can;
Huế;;Căn hộ;ban;2025-08;;;;;;;;can;
Huế;;Căn hộ;ban;2025-09;;;;;;;;can;
Huế;;Căn hộ;ban;2025-10;;;;;;;;can;
Huế;;Căn hộ;ban;2025-11;;;;;;;;can;
Huế;;Căn hộ;ban;2025-12;;;;;;;;can;
Huế;;Căn hộ;ban;2026-01;;;;;;;;can;
Huế;;Căn hộ;ban;2026-02;;;;;;;;can;
Huế;;Căn hộ;ban;2026-03;;;;;;;;can;
Huế;;Căn hộ;ban;2026-04;;;;;;;;can;
Huế;;Căn hộ;ban;2026-05;;;;;;;;can;
Huế;;Căn hộ;ban;2026-06;;;;;;;;can;
Huế;;Căn hộ;ban;2026-07;;;;;;;;can;
Huế;;Căn hộ;ban;2026-08;;;;;;;;can;
Huế;;Căn hộ;ban;2026-09;;;;;;;;can;
Huế;;Nhà riêng;ban;2024-10;;;;;;;;san;
Huế;;Nhà riêng;ban;2024-11;;;;;;;;san;
Huế;;Nhà riêng;ban;2024-12;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-01;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-02;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-03;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-04;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-05;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-06;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-07;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-08;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-09;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-10;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-11;;;;;;;;san;
Huế;;Nhà riêng;ban;2025-12;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-01;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-02;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-03;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-04;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-05;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-06;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-07;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-08;;;;;;;;san;
Huế;;Nhà riêng;ban;2026-09;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2024-10;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2024-11;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2024-12;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-01;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-02;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-03;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-04;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-05;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-06;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-07;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-08;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-09;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-10;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-11;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2025-12;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-01;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-02;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-03;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-04;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-05;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-06;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-07;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-08;;;;;;;;san;
Huế;;Shophouse / Nhà phố thương mại;ban;2026-09;;;;;;;;san;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Khánh Hòa;;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Khánh Hòa;;Nhà mặt phố;ban;2024-10;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2024-11;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2024-12;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-01;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-02;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-03;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-04;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-05;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-06;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-07;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-08;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-09;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-10;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-11;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2025-12;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-01;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-02;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-03;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-04;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-05;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-06;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-07;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-08;;;;;;;;san;
Khánh Hòa;;Nhà mặt phố;ban;2026-09;;;;;;;;san;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Lâm Đồng;;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;;Biệt thự / Liền kề;thue;2024-10;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2024-11;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2024-12;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-01;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-02;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-03;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-04;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-05;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-06;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-07;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-08;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-09;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-10;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-11;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2025-12;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-01;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-02;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-03;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-04;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-05;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-06;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-07;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-08;;;;;;;;san;
Đà Nẵng;;Biệt thự / Liền kề;thue;2026-09;;;;;;;;san;
Đà Nẵng;;Căn hộ dịch vụ;thue;2024-10;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2024-11;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2024-12;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-01;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-02;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-03;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-04;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-05;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-06;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-07;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-08;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-09;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-10;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-11;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2025-12;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-01;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-02;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-03;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-04;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-05;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-06;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-07;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-08;;;;;;;;can;
Đà Nẵng;;Căn hộ dịch vụ;thue;2026-09;;;;;;;;can;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2024-10;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2024-11;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2024-12;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-01;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-02;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-03;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-04;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-05;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-06;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-07;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-08;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-09;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-10;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-11;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2025-12;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-01;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-02;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-03;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-04;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-05;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-06;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-07;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-08;;;;;;;;dat;
Đà Nẵng;;Mặt bằng / Cửa hàng bán lẻ;thue;2026-09;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-10;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-11;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-12;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-01;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-02;;;;;;;;dat;
Đà Nẵng;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-03;;;;;;;;dat;
